"Indicator","Time","Value (USD/CRC)"
"Currency","2010/01/12",562.25
"Currency","2010/01/11",567.49
"Currency","2010/01/08",548.99
"Currency","2010/01/07",559.53
"Currency","2010/01/06",549.59
"Currency","2010/01/05",549.85
"Currency","2010/01/04",543.91
"Currency","2010/01/01",554.50
"Currency","2009/12/31",546.48
"Currency","2009/12/30",552.04
"Currency","2009/12/29",555.02
"Currency","2009/12/28",558.73
"Currency","2009/12/25",572.20
"Currency","2009/12/24",565.17
"Currency","2009/12/23",565.66
"Currency","2009/12/22",555.38
"Currency","2009/12/21",546.53
"Currency","2009/12/18",550.79
"Currency","2009/12/17",551.70
"Currency","2009/12/16",550.65
"Currency","2009/12/15",556.00
"Currency","2009/12/14",555.75
"Currency","2009/12/11",565.86
"Currency","2009/12/10",558.25
"Currency","2009/12/09",557.98
"Currency","2009/12/08",555.77
"Currency","2009/12/07",558.12
"Currency","2009/12/04",555.03
"Currency","2009/12/03",549.58
"Currency","2009/12/02",548.95
"Currency","2009/12/01",545.36
"Currency","2009/11/30",545.31
"Currency","2009/11/27",548.79
"Currency","2009/11/26",549.02
"Currency","2009/11/25",549.82
"Currency","2009/11/24",552.34
"Currency","2009/11/23",547.78
"Currency","2009/11/20",548.96
"Currency","2009/11/19",551.33
"Currency","2009/11/18",559.25
"Currency","2009/11/17",560.10
"Currency","2009/11/16",549.83
"Currency","2009/11/13",551.73
"Currency","2009/11/12",541.09
"Currency","2009/11/11",557.30
"Currency","2009/11/10",556.96
"Currency","2009/11/09",562.70
"Currency","2009/11/06",566.38
"Currency","2009/11/05",566.61
"Currency","2009/11/04",565.94
"Currency","2009/11/03",565.86
"Currency","2009/11/02",567.65
"Currency","2009/10/30",570.03
"Currency","2009/10/29",565.59
"Currency","2009/10/28",567.96
"Currency","2009/10/27",566.00
"Currency","2009/10/26",567.47
"Currency","2009/10/23",559.30
"Currency","2009/10/22",558.08
"Currency","2009/10/21",558.50
"Currency","2009/10/20",558.34
"Currency","2009/10/19",572.87
"Currency","2009/10/16",573.61
"Currency","2009/10/15",575.17
"Currency","2009/10/14",572.96
"Currency","2009/10/13",571.87
"Currency","2009/10/12",572.96
"Currency","2009/10/09",572.37
"Currency","2009/10/08",573.23
"Currency","2009/10/07",573.26
"Currency","2009/10/06",573.12
"Currency","2009/10/05",576.05
"Currency","2009/10/02",573.97
"Currency","2009/10/01",578.32
"Currency","2009/09/30",573.66
"Currency","2009/09/29",573.34
"Currency","2009/09/28",573.42
"Currency","2009/09/25",576.91
"Currency","2009/09/24",581.57
"Currency","2009/09/23",575.65
"Currency","2009/09/22",577.83
"Currency","2009/09/21",580.30
"Currency","2009/09/18",582.79
"Currency","2009/09/17",577.47
"Currency","2009/09/16",570.39
"Currency","2009/09/15",572.67
"Currency","2009/09/14",571.94
"Currency","2009/09/11",574.84
"Currency","2009/09/10",573.28
"Currency","2009/09/09",573.75
"Currency","2009/09/08",578.90
"Currency","2009/09/07",576.75
"Currency","2009/09/04",578.28
"Currency","2009/09/03",578.73
"Currency","2009/09/02",575.33
"Currency","2009/09/01",574.48
"Currency","2009/08/31",574.83
"Currency","2009/08/28",577.18
"Currency","2009/08/27",575.56
"Currency","2009/08/26",575.64
"Currency","2009/08/25",573.06
"Currency","2009/08/24",573.87
"Currency","2009/08/21",573.41
"Currency","2009/08/20",574.12
"Currency","2009/08/19",572.31
"Currency","2009/08/18",572.33
"Currency","2009/08/17",572.33
"Currency","2009/08/14",577.02
"Currency","2009/08/13",574.17
"Currency","2009/08/12",574.00
"Currency","2009/08/11",577.43
"Currency","2009/08/10",579.23
"Currency","2009/08/07",577.02
"Currency","2009/08/06",577.03
"Currency","2009/08/05",577.69
"Currency","2009/08/04",576.06
"Currency","2009/08/03",577.70
"Currency","2009/07/31",577.97
"Currency","2009/07/30",577.86
"Currency","2009/07/29",571.05
"Currency","2009/07/28",575.07
"Currency","2009/07/27",575.04
"Currency","2009/07/24",572.95
"Currency","2009/07/23",575.01
"Currency","2009/07/22",569.49
"Currency","2009/07/21",572.48
"Currency","2009/07/20",572.62
"Currency","2009/07/17",571.83
"Currency","2009/07/16",570.40
"Currency","2009/07/15",572.30
"Currency","2009/07/14",573.74
"Currency","2009/07/13",571.87
"Currency","2009/07/10",568.37
"Currency","2009/07/09",574.13
"Currency","2009/07/08",571.57
"Currency","2009/07/07",561.05
"Currency","2009/07/06",565.69
"Currency","2009/07/03",564.30
"Currency","2009/07/02",561.41
"Currency","2009/07/01",561.06
"Currency","2009/06/30",560.45
"Currency","2009/06/29",560.85
"Currency","2009/06/26",561.37
"Currency","2009/06/25",561.55
"Currency","2009/06/24",561.44
"Currency","2009/06/23",566.23
"Currency","2009/06/22",566.94
"Currency","2009/06/19",564.96
"Currency","2009/06/18",566.34
"Currency","2009/06/17",565.06
"Currency","2009/06/16",564.97
"Currency","2009/06/15",566.57
"Currency","2009/06/12",563.96
"Currency","2009/06/11",562.98
"Currency","2009/06/10",569.66
"Currency","2009/06/09",562.30
"Currency","2009/06/08",566.21
"Currency","2009/06/05",562.53
"Currency","2009/06/04",564.54
"Currency","2009/06/03",569.12
"Currency","2009/06/02",569.57
"Currency","2009/06/01",579.14
"Currency","2009/05/29",562.13
"Currency","2009/05/28",563.04
"Currency","2009/05/27",563.25
"Currency","2009/05/26",567.68
"Currency","2009/05/25",562.58
"Currency","2009/05/22",562.95
"Currency","2009/05/21",551.15
"Currency","2009/05/20",556.11
"Currency","2009/05/19",565.75
"Currency","2009/05/18",562.04
"Currency","2009/05/15",557.19
"Currency","2009/05/14",559.18
"Currency","2009/05/13",563.35
"Currency","2009/05/12",562.92
"Currency","2009/05/11",556.60
"Currency","2009/05/08",556.10
"Currency","2009/05/07",557.08
"Currency","2009/05/06",565.77
"Currency","2009/05/05",554.61
"Currency","2009/05/04",562.32
"Currency","2009/05/01",557.48
"Currency","2009/04/30",556.60
"Currency","2009/04/29",556.02
"Currency","2009/04/28",554.90
"Currency","2009/04/27",553.25
"Currency","2009/04/24",553.95
"Currency","2009/04/23",562.22
"Currency","2009/04/22",551.18
"Currency","2009/04/21",551.05
"Currency","2009/04/20",557.09
"Currency","2009/04/17",552.35
"Currency","2009/04/16",552.51
"Currency","2009/04/15",553.81
"Currency","2009/04/14",560.17
"Currency","2009/04/13",564.04
"Currency","2009/04/10",557.78
"Currency","2009/04/09",551.10
"Currency","2009/04/08",549.67
"Currency","2009/04/07",551.70
"Currency","2009/04/06",551.65
"Currency","2009/04/03",552.09
"Currency","2009/04/02",552.15
"Currency","2009/04/01",552.31
"Currency","2009/03/31",551.33
"Currency","2009/03/30",556.47
"Currency","2009/03/27",558.25
"Currency","2009/03/26",554.11
"Currency","2009/03/25",554.33
"Currency","2009/03/24",552.01
"Currency","2009/03/23",550.01
"Currency","2009/03/20",551.65
"Currency","2009/03/19",549.02
"Currency","2009/03/18",546.88
"Currency","2009/03/17",554.09
"Currency","2009/03/16",554.28
"Currency","2009/03/13",556.35
"Currency","2009/03/12",556.45
"Currency","2009/03/11",556.64
"Currency","2009/03/10",556.69
"Currency","2009/03/09",556.38
"Currency","2009/03/06",552.20
"Currency","2009/03/05",552.75
"Currency","2009/03/04",551.92
"Currency","2009/03/03",552.09
"Currency","2009/03/02",554.70
"Currency","2009/02/27",548.04
"Currency","2009/02/26",546.18
"Currency","2009/02/25",545.85
"Currency","2009/02/24",547.84
"Currency","2009/02/23",547.60
"Currency","2009/02/20",545.37
"Currency","2009/02/19",547.34
"Currency","2009/02/18",549.95
"Currency","2009/02/17",548.42
"Currency","2009/02/16",553.18
"Currency","2009/02/13",550.57
"Currency","2009/02/12",550.15
"Currency","2009/02/11",549.55
"Currency","2009/02/10",550.21
"Currency","2009/02/09",549.69
"Currency","2009/02/06",549.77
"Currency","2009/02/05",547.95
"Currency","2009/02/04",547.88
"Currency","2009/02/03",550.59
"Currency","2009/02/02",552.01
"Currency","2009/01/30",544.36
"Currency","2009/01/29",559.70
"Currency","2009/01/28",547.15
"Currency","2009/01/27",537.33
"Currency","2009/01/26",534.89
"Currency","2009/01/23",536.36
"Currency","2009/01/22",541.19
"Currency","2009/01/21",538.32
"Currency","2009/01/20",547.25
"Currency","2009/01/19",550.18
"Currency","2009/01/16",542.86
"Currency","2009/01/15",544.60
"Currency","2009/01/14",549.83
"Currency","2009/01/13",553.33
"Currency","2009/01/12",551.44
"Currency","2009/01/09",559.58
"Currency","2009/01/08",542.82
"Currency","2009/01/07",546.21
"Currency","2009/01/06",534.39
"Currency","2009/01/05",540.25
"Currency","2009/01/02",548.60
"Currency","2009/01/01",548.30
"Currency","2008/12/31",548.83
"Currency","2008/12/30",526.43
"Currency","2008/12/29",557.99
"Currency","2008/12/26",541.25
"Currency","2008/12/25",541.65
"Currency","2008/12/24",541.95
"Currency","2008/12/23",545.13
"Currency","2008/12/22",545.74
"Currency","2008/12/19",545.56
"Currency","2008/12/18",552.04
"Currency","2008/12/17",529.93
"Currency","2008/12/16",520.43
"Currency","2008/12/15",512.00
"Currency","2008/12/12",547.23
"Currency","2008/12/11",540.91
"Currency","2008/12/10",542.41
"Currency","2008/12/09",542.30
"Currency","2008/12/08",532.46
"Currency","2008/12/05",511.18
"Currency","2008/12/04",505.82
"Currency","2008/12/03",511.26
"Currency","2008/12/02",515.53
"Currency","2008/12/01",544.46
"Currency","2008/11/28",538.88
"Currency","2008/11/27",538.08
"Currency","2008/11/26",548.86
"Currency","2008/11/25",538.29
"Currency","2008/11/24",533.75
"Currency","2008/11/21",540.51
"Currency","2008/11/20",550.86
"Currency","2008/11/19",552.38
"Currency","2008/11/18",544.79
"Currency","2008/11/17",542.25
"Currency","2008/11/14",547.46
"Currency","2008/11/13",532.23
"Currency","2008/11/12",550.54
"Currency","2008/11/11",553.66
"Currency","2008/11/10",550.85
"Currency","2008/11/07",546.26
"Currency","2008/11/06",552.07
"Currency","2008/11/05",542.79
"Currency","2008/11/04",532.58
"Currency","2008/11/03",556.07
"Currency","2008/10/31",547.21
"Currency","2008/10/30",554.99
"Currency","2008/10/29",539.91
"Currency","2008/10/28",528.42
"Currency","2008/10/27",542.83
"Currency","2008/10/24",543.09
"Currency","2008/10/23",536.49
"Currency","2008/10/22",540.83
"Currency","2008/10/21",548.06
"Currency","2008/10/20",549.87
"Currency","2008/10/17",543.53
"Currency","2008/10/16",546.59
"Currency","2008/10/15",554.77
"Currency","2008/10/14",550.23
"Currency","2008/10/13",540.63
"Currency","2008/10/10",550.17
"Currency","2008/10/09",547.36
"Currency","2008/10/08",542.65
"Currency","2008/10/07",543.95
"Currency","2008/10/06",546.29
"Currency","2008/10/03",548.62
"Currency","2008/10/02",548.04
"Currency","2008/10/01",551.14
"Currency","2008/09/30",557.89
"Currency","2008/09/29",543.23
"Currency","2008/09/26",544.20
"Currency","2008/09/25",548.73
"Currency","2008/09/24",545.96
"Currency","2008/09/23",547.38
"Currency","2008/09/22",536.57
"Currency","2008/09/19",538.61
"Currency","2008/09/18",550.62
"Currency","2008/09/17",536.14
"Currency","2008/09/16",546.28
"Currency","2008/09/15",541.79
"Currency","2008/09/12",542.51
"Currency","2008/09/11",537.55
"Currency","2008/09/10",549.34
"Currency","2008/09/09",545.24
"Currency","2008/09/08",546.85
"Currency","2008/09/05",538.83
"Currency","2008/09/04",550.05
"Currency","2008/09/03",536.67
"Currency","2008/09/02",539.55
"Currency","2008/09/01",544.30
"Currency","2008/08/29",545.80
"Currency","2008/08/28",548.31
"Currency","2008/08/27",544.08
"Currency","2008/08/26",540.38
"Currency","2008/08/25",553.95
"Currency","2008/08/22",554.45
"Currency","2008/08/21",552.45
"Currency","2008/08/20",554.70
"Currency","2008/08/19",552.20
"Currency","2008/08/18",552.20
"Currency","2008/08/15",552.45
"Currency","2008/08/14",553.70
"Currency","2008/08/13",554.79
"Currency","2008/08/12",554.77
"Currency","2008/08/11",554.77
"Currency","2008/08/08",554.77
"Currency","2008/08/07",554.95
"Currency","2008/08/06",553.45
"Currency","2008/08/05",554.17
"Currency","2008/08/04",553.70
"Currency","2008/08/01",550.70
"Currency","2008/07/31",542.35
"Currency","2008/07/30",542.41
"Currency","2008/07/29",543.41
"Currency","2008/07/28",538.25
"Currency","2008/07/25",542.87
"Currency","2008/07/24",542.59
"Currency","2008/07/23",538.71
"Currency","2008/07/22",537.32
"Currency","2008/07/21",539.42
"Currency","2008/07/18",535.34
"Currency","2008/07/17",541.39
"Currency","2008/07/16",513.58
"Currency","2008/07/15",524.38
"Currency","2008/07/14",514.45
"Currency","2008/07/11",511.17
"Currency","2008/07/10",510.23
"Currency","2008/07/09",510.08
"Currency","2008/07/08",510.71
"Currency","2008/07/07",506.14
"Currency","2008/07/04",510.06
"Currency","2008/07/03",516.85
"Currency","2008/07/02",505.88
"Currency","2008/07/01",518.70
"Currency","2008/06/30",510.44
"Currency","2008/06/27",510.69
"Currency","2008/06/26",510.58
"Currency","2008/06/25",505.66
"Currency","2008/06/24",509.35
"Currency","2008/06/23",510.55
"Currency","2008/06/20",509.88
"Currency","2008/06/19",510.08
"Currency","2008/06/18",509.10
"Currency","2008/06/17",510.27
"Currency","2008/06/16",510.63
"Currency","2008/06/13",510.98
"Currency","2008/06/12",509.65
"Currency","2008/06/11",509.95
"Currency","2008/06/10",511.49
"Currency","2008/06/09",515.75
"Currency","2008/06/06",510.78
"Currency","2008/06/05",501.90
"Currency","2008/06/04",512.00
"Currency","2008/06/03",515.76
"Currency","2008/06/02",510.42
"Currency","2008/05/30",510.52
"Currency","2008/05/29",509.36
"Currency","2008/05/28",512.30
"Currency","2008/05/27",513.65
"Currency","2008/05/26",513.15
"Currency","2008/05/23",510.94
"Currency","2008/05/22",511.56
"Currency","2008/05/21",509.25
"Currency","2008/05/20",509.20
"Currency","2008/05/19",508.15
"Currency","2008/05/16",508.26
"Currency","2008/05/15",507.82
"Currency","2008/05/14",502.08
"Currency","2008/05/13",502.55
"Currency","2008/05/12",484.03
"Currency","2008/05/09",486.69
"Currency","2008/05/08",484.51
"Currency","2008/05/07",486.90
"Currency","2008/05/06",483.94
"Currency","2008/05/05",484.17
"Currency","2008/05/02",486.09
"Currency","2008/05/01",494.95
"Currency","2008/04/30",482.84
"Currency","2008/04/29",485.44
"Currency","2008/04/28",484.86
"Currency","2008/04/25",483.61
"Currency","2008/04/24",485.23
"Currency","2008/04/23",485.03
"Currency","2008/04/22",482.99
"Currency","2008/04/21",483.69
"Currency","2008/04/18",485.18
"Currency","2008/04/17",484.44
"Currency","2008/04/16",483.36
"Currency","2008/04/15",486.27
"Currency","2008/04/14",485.39
"Currency","2008/04/11",485.38
"Currency","2008/04/10",489.85
"Currency","2008/04/09",481.83
"Currency","2008/04/08",486.66
"Currency","2008/04/07",485.27
"Currency","2008/04/04",485.38
"Currency","2008/04/03",481.90
"Currency","2008/04/02",484.41
"Currency","2008/04/01",493.20
"Currency","2008/03/31",485.98
"Currency","2008/03/28",487.04
"Currency","2008/03/27",484.76
"Currency","2008/03/26",481.51
"Currency","2008/03/25",483.40
"Currency","2008/03/24",485.39
"Currency","2008/03/21",477.18
"Currency","2008/03/20",484.84
"Currency","2008/03/19",486.64
"Currency","2008/03/18",485.03
"Currency","2008/03/17",486.52
"Currency","2008/03/14",482.80
"Currency","2008/03/13",485.64
"Currency","2008/03/12",483.33
"Currency","2008/03/11",489.28
"Currency","2008/03/10",484.69
"Currency","2008/03/07",486.82
"Currency","2008/03/06",486.81
"Currency","2008/03/05",486.71
"Currency","2008/03/04",486.90
"Currency","2008/03/03",486.60
"Currency","2008/02/29",487.02
"Currency","2008/02/28",484.08
"Currency","2008/02/27",484.26
"Currency","2008/02/26",482.50
"Currency","2008/02/25",486.41
"Currency","2008/02/22",487.16
"Currency","2008/02/21",483.48
"Currency","2008/02/20",485.11
"Currency","2008/02/19",487.13
"Currency","2008/02/18",485.69
"Currency","2008/02/15",486.93
"Currency","2008/02/14",484.07
"Currency","2008/02/13",487.47
"Currency","2008/02/12",484.62
"Currency","2008/02/11",487.97
"Currency","2008/02/08",485.96
"Currency","2008/02/07",490.24
"Currency","2008/02/06",485.70
"Currency","2008/02/05",487.14
"Currency","2008/02/04",485.77
"Currency","2008/02/01",486.98
"Currency","2008/01/31",488.46
"Currency","2008/01/30",485.92
"Currency","2008/01/29",487.99
"Currency","2008/01/28",485.44
"Currency","2008/01/25",487.89
"Currency","2008/01/24",485.48
"Currency","2008/01/23",485.43
"Currency","2008/01/22",482.19
"Currency","2008/01/21",488.82
"Currency","2008/01/18",488.18
"Currency","2008/01/17",486.56
"Currency","2008/01/16",492.26
"Currency","2008/01/15",491.01
"Currency","2008/01/14",489.06
"Currency","2008/01/11",487.87
"Currency","2008/01/10",483.62
"Currency","2008/01/09",489.71
"Currency","2008/01/08",488.25
"Currency","2008/01/07",488.82
"Currency","2008/01/04",485.80
"Currency","2008/01/03",488.31
"Currency","2008/01/02",485.36
"Currency","2008/01/01",491.02
"Currency","2007/12/31",491.06
"Currency","2007/12/28",488.17
"Currency","2007/12/27",484.05
