"Indicator","Time","Value (USD/HTG)"
"Currency","2009/06/29",39.75
"Currency","2009/06/26",39.75
"Currency","2009/06/25",39.75
"Currency","2009/06/24",39.75
"Currency","2009/06/23",39.75
"Currency","2009/06/22",39.75
"Currency","2009/06/19",39.75
"Currency","2009/06/18",39.75
"Currency","2009/06/17",39.75
"Currency","2009/06/16",39.75
"Currency","2009/06/15",39.75
"Currency","2009/06/12",39.75
"Currency","2009/06/11",39.75
"Currency","2009/06/10",39.75
"Currency","2009/06/09",39.75
"Currency","2009/06/08",39.75
"Currency","2009/06/05",39.75
"Currency","2009/06/04",39.75
"Currency","2009/06/03",39.75
"Currency","2009/06/02",39.75
"Currency","2009/06/01",39.75
"Currency","2009/05/29",39.75
"Currency","2009/05/28",39.75
"Currency","2009/05/27",39.75
"Currency","2009/05/26",39.75
"Currency","2009/05/25",39.75
"Currency","2009/05/22",39.75
"Currency","2009/05/21",39.75
"Currency","2009/05/20",39.75
"Currency","2009/05/19",39.75
"Currency","2009/05/18",39.75
"Currency","2009/05/15",39.75
"Currency","2009/05/14",39.75
"Currency","2009/05/13",39.75
"Currency","2009/05/12",39.75
"Currency","2009/05/11",39.75
"Currency","2009/05/08",39.75
"Currency","2009/05/07",39.75
"Currency","2009/05/06",39.75
"Currency","2009/05/05",39.75
"Currency","2009/05/04",39.75
"Currency","2009/05/01",39.75
"Currency","2009/04/30",39.75
"Currency","2009/04/29",39.75
"Currency","2009/04/28",39.75
"Currency","2009/04/27",39.75
"Currency","2009/04/24",39.75
"Currency","2009/04/23",39.75
"Currency","2009/04/22",39.75
"Currency","2009/04/21",39.75
"Currency","2009/04/20",39.75
"Currency","2009/04/17",39.75
"Currency","2009/04/16",39.75
"Currency","2009/04/15",39.75
"Currency","2009/04/14",39.75
"Currency","2009/04/13",39.75
"Currency","2009/04/10",39.75
"Currency","2009/04/09",39.75
"Currency","2009/04/08",39.75
"Currency","2009/04/07",39.75
"Currency","2009/04/06",39.75
"Currency","2009/04/03",39.75
"Currency","2009/04/02",39.75
"Currency","2009/04/01",39.75
"Currency","2009/03/31",39.75
"Currency","2009/03/30",39.75
"Currency","2009/03/27",39.75
"Currency","2009/03/26",39.75
"Currency","2009/03/25",39.75
"Currency","2009/03/24",39.75
"Currency","2009/03/23",39.75
"Currency","2009/03/20",39.75
"Currency","2009/03/19",39.75
"Currency","2009/03/18",39.75
"Currency","2009/03/17",39.75
"Currency","2009/03/16",39.75
"Currency","2009/03/13",39.75
"Currency","2009/03/12",39.75
"Currency","2009/03/11",39.75
"Currency","2009/03/10",39.75
"Currency","2009/03/09",39.75
"Currency","2009/03/06",39.75
"Currency","2009/03/05",39.75
"Currency","2009/03/04",39.75
"Currency","2009/03/03",39.75
"Currency","2009/03/02",39.75
"Currency","2009/02/27",39.75
"Currency","2009/02/26",39.75
"Currency","2009/02/25",39.75
"Currency","2009/02/24",39.75
"Currency","2009/02/23",39.75
"Currency","2009/02/20",39.75
"Currency","2009/02/19",39.75
"Currency","2009/02/18",39.75
"Currency","2009/02/17",39.75
"Currency","2009/02/16",39.75
"Currency","2009/02/13",39.75
"Currency","2009/02/12",39.75
"Currency","2009/02/11",39.75
"Currency","2009/02/10",39.75
"Currency","2009/02/09",39.75
"Currency","2009/02/06",39.75
"Currency","2009/02/05",39.75
"Currency","2009/02/04",39.75
"Currency","2009/02/03",39.75
"Currency","2009/02/02",39.75
"Currency","2009/01/30",39.75
"Currency","2009/01/29",39.75
"Currency","2009/01/28",39.75
"Currency","2009/01/27",39.75
"Currency","2009/01/26",39.75
"Currency","2009/01/23",39.75
"Currency","2009/01/22",39.75
"Currency","2009/01/21",39.75
"Currency","2009/01/20",39.75
"Currency","2009/01/19",39.75
"Currency","2009/01/16",39.75
"Currency","2009/01/15",39.75
"Currency","2009/01/14",39.50
"Currency","2009/01/13",39.50
"Currency","2009/01/12",39.50
"Currency","2009/01/09",39.50
"Currency","2009/01/08",39.50
"Currency","2009/01/07",39.25
"Currency","2009/01/06",39.25
"Currency","2009/01/05",39.25
"Currency","2009/01/02",39.25
"Currency","2009/01/01",39.25
"Currency","2008/12/31",39.25
"Currency","2008/12/30",39.25
"Currency","2008/12/29",39.25
"Currency","2008/12/26",39.25
"Currency","2008/12/25",39.25
"Currency","2008/12/24",39.25
"Currency","2008/12/23",39.25
"Currency","2008/12/22",39.25
"Currency","2008/12/19",39.50
"Currency","2008/12/18",39.60
"Currency","2008/12/17",39.70
"Currency","2008/12/16",39.70
"Currency","2008/12/15",39.75
"Currency","2008/12/12",39.75
"Currency","2008/12/11",39.75
"Currency","2008/12/10",39.75
"Currency","2008/12/09",39.75
"Currency","2008/12/08",39.75
"Currency","2008/12/05",39.75
"Currency","2008/12/04",39.75
"Currency","2008/12/03",40.15
"Currency","2008/12/02",39.70
"Currency","2008/12/01",39.70
"Currency","2008/11/28",39.70
"Currency","2008/11/27",39.70
"Currency","2008/11/26",39.70
"Currency","2008/11/25",39.70
"Currency","2008/11/24",39.75
"Currency","2008/11/21",39.60
"Currency","2008/11/20",39.60
"Currency","2008/11/19",39.60
"Currency","2008/11/18",39.60
"Currency","2008/11/17",39.60
"Currency","2008/11/14",39.60
"Currency","2008/11/13",39.60
"Currency","2008/11/12",39.60
"Currency","2008/11/11",39.60
"Currency","2008/11/10",39.60
"Currency","2008/11/07",39.50
"Currency","2008/11/06",39.50
"Currency","2008/11/05",39.50
"Currency","2008/11/04",39.50
"Currency","2008/11/03",39.50
"Currency","2008/10/31",39.50
"Currency","2008/10/30",39.50
"Currency","2008/10/29",39.50
"Currency","2008/10/28",39.50
"Currency","2008/10/27",39.25
"Currency","2008/10/24",39.25
"Currency","2008/10/23",39.25
"Currency","2008/10/22",39.10
"Currency","2008/10/21",39.10
"Currency","2008/10/20",39.10
"Currency","2008/10/17",39.10
"Currency","2008/10/16",39.10
"Currency","2008/10/15",39.10
"Currency","2008/10/14",39.10
"Currency","2008/10/13",39.10
"Currency","2008/10/10",39.10
"Currency","2008/10/09",39.10
"Currency","2008/10/08",39.10
"Currency","2008/10/07",39.10
"Currency","2008/10/06",39.10
"Currency","2008/10/03",39.10
"Currency","2008/10/02",39.10
"Currency","2008/10/01",39.10
"Currency","2008/09/30",39.10
"Currency","2008/09/29",39.15
"Currency","2008/09/26",39.15
"Currency","2008/09/25",39.15
"Currency","2008/09/24",39.15
"Currency","2008/09/23",39.15
"Currency","2008/09/22",39.15
"Currency","2008/09/19",39.15
"Currency","2008/09/18",39.15
"Currency","2008/09/17",39.15
"Currency","2008/09/16",39.15
"Currency","2008/09/15",39.15
"Currency","2008/09/12",39.15
"Currency","2008/09/11",39.15
"Currency","2008/09/10",39.15
"Currency","2008/09/09",39.15
"Currency","2008/09/08",39.15
"Currency","2008/09/05",39.15
"Currency","2008/09/04",39.15
"Currency","2008/09/03",39.15
"Currency","2008/09/02",39.15
"Currency","2008/09/01",39.15
"Currency","2008/08/29",39.15
"Currency","2008/08/28",39.15
"Currency","2008/08/27",38.95
"Currency","2008/08/26",38.95
"Currency","2008/08/25",38.95
"Currency","2008/08/22",38.95
"Currency","2008/08/21",38.95
"Currency","2008/08/20",38.95
"Currency","2008/08/19",38.95
"Currency","2008/08/18",38.95
"Currency","2008/08/15",38.95
"Currency","2008/08/14",38.95
"Currency","2008/08/13",38.95
"Currency","2008/08/12",38.95
"Currency","2008/08/11",38.95
"Currency","2008/08/08",38.95
"Currency","2008/08/07",38.95
"Currency","2008/08/06",38.95
"Currency","2008/08/05",38.95
"Currency","2008/08/04",38.95
"Currency","2008/08/01",38.95
"Currency","2008/07/31",38.95
"Currency","2008/07/30",38.95
"Currency","2008/07/29",38.85
"Currency","2008/07/28",38.85
"Currency","2008/07/25",38.85
"Currency","2008/07/24",38.85
"Currency","2008/07/23",38.85
"Currency","2008/07/22",38.85
"Currency","2008/07/21",38.85
"Currency","2008/07/18",38.85
"Currency","2008/07/17",38.75
"Currency","2008/07/16",38.75
"Currency","2008/07/15",38.75
"Currency","2008/07/14",38.75
"Currency","2008/07/11",38.75
"Currency","2008/07/10",38.75
"Currency","2008/07/09",38.75
"Currency","2008/07/08",38.75
"Currency","2008/07/07",38.75
"Currency","2008/07/04",38.75
"Currency","2008/07/03",38.75
"Currency","2008/07/02",38.75
"Currency","2008/07/01",38.75
"Currency","2008/06/30",39.00
"Currency","2008/06/27",39.00
"Currency","2008/06/26",39.00
"Currency","2008/06/25",39.00
"Currency","2008/06/24",39.00
"Currency","2008/06/23",38.85
"Currency","2008/06/20",38.85
"Currency","2008/06/19",38.85
"Currency","2008/06/18",38.75
"Currency","2008/06/17",38.75
"Currency","2008/06/16",38.75
"Currency","2008/06/13",38.75
"Currency","2008/06/12",38.50
"Currency","2008/06/11",38.50
"Currency","2008/06/10",38.75
"Currency","2008/06/09",38.65
"Currency","2008/06/06",38.50
"Currency","2008/06/05",38.50
"Currency","2008/06/04",38.50
"Currency","2008/06/03",38.50
"Currency","2008/06/02",38.50
"Currency","2008/05/30",38.35
"Currency","2008/05/29",38.25
"Currency","2008/05/28",38.25
"Currency","2008/05/27",38.50
"Currency","2008/05/26",38.50
"Currency","2008/05/23",38.35
"Currency","2008/05/22",38.35
"Currency","2008/05/21",38.35
"Currency","2008/05/20",38.35
"Currency","2008/05/19",38.15
"Currency","2008/05/16",38.15
"Currency","2008/05/15",38.15
"Currency","2008/05/14",38.15
"Currency","2008/05/13",38.15
"Currency","2008/05/12",38.00
"Currency","2008/05/09",38.00
"Currency","2008/05/08",38.00
"Currency","2008/05/07",38.00
"Currency","2008/05/06",38.00
"Currency","2008/05/05",38.00
"Currency","2008/05/02",38.00
"Currency","2008/05/01",38.00
"Currency","2008/04/30",38.00
"Currency","2008/04/29",38.00
"Currency","2008/04/28",38.00
"Currency","2008/04/25",38.00
"Currency","2008/04/24",38.00
"Currency","2008/04/23",38.00
"Currency","2008/04/22",38.00
"Currency","2008/04/21",38.15
"Currency","2008/04/18",38.15
"Currency","2008/04/17",38.25
"Currency","2008/04/16",38.25
"Currency","2008/04/15",38.25
"Currency","2008/04/14",38.25
"Currency","2008/04/11",38.25
"Currency","2008/04/10",38.25
"Currency","2008/04/09",38.25
"Currency","2008/04/08",38.25
"Currency","2008/04/07",38.25
"Currency","2008/04/04",38.35
"Currency","2008/04/03",38.35
"Currency","2008/04/02",38.35
"Currency","2008/04/01",38.35
"Currency","2008/03/31",38.15
"Currency","2008/03/28",38.15
"Currency","2008/03/27",38.15
"Currency","2008/03/26",38.15
"Currency","2008/03/25",38.15
"Currency","2008/03/24",38.15
"Currency","2008/03/21",38.15
"Currency","2008/03/20",38.15
"Currency","2008/03/19",38.15
"Currency","2008/03/18",38.00
"Currency","2008/03/17",38.00
"Currency","2008/03/14",38.00
"Currency","2008/03/13",37.85
"Currency","2008/03/12",37.75
"Currency","2008/03/11",37.75
"Currency","2008/03/10",37.65
"Currency","2008/03/07",37.50
"Currency","2008/03/06",37.50
"Currency","2008/03/05",37.50
"Currency","2008/03/04",37.40
"Currency","2008/03/03",37.40
"Currency","2008/02/29",37.25
"Currency","2008/02/28",37.25
"Currency","2008/02/27",37.25
"Currency","2008/02/26",37.25
"Currency","2008/02/25",37.15
"Currency","2008/02/22",37.15
"Currency","2008/02/21",37.15
"Currency","2008/02/20",37.15
"Currency","2008/02/19",37.15
"Currency","2008/02/18",37.15
"Currency","2008/02/15",37.15
"Currency","2008/02/14",37.15
"Currency","2008/02/13",37.15
"Currency","2008/02/12",37.15
"Currency","2008/02/11",37.00
"Currency","2008/02/08",37.00
"Currency","2008/02/07",37.00
"Currency","2008/02/06",37.00
"Currency","2008/02/05",37.00
"Currency","2008/02/04",37.00
"Currency","2008/02/01",37.00
"Currency","2008/01/31",37.00
"Currency","2008/01/30",37.00
"Currency","2008/01/29",37.00
"Currency","2008/01/28",37.15
"Currency","2008/01/25",37.15
"Currency","2008/01/24",37.15
"Currency","2008/01/23",37.00
"Currency","2008/01/22",36.80
"Currency","2008/01/21",36.80
"Currency","2008/01/18",36.80
"Currency","2008/01/17",37.00
"Currency","2008/01/16",37.00
"Currency","2008/01/15",36.95
"Currency","2008/01/14",36.75
"Currency","2008/01/11",36.75
"Currency","2008/01/10",36.50
"Currency","2008/01/09",36.25
"Currency","2008/01/08",36.25
"Currency","2008/01/07",36.25
"Currency","2008/01/04",36.25
"Currency","2008/01/03",36.25
"Currency","2008/01/02",36.25
"Currency","2008/01/01",36.25
"Currency","2007/12/31",36.25
"Currency","2007/12/28",36.50
"Currency","2007/12/27",36.50
"Currency","2007/12/26",36.50
"Currency","2007/12/25",36.50
"Currency","2007/12/24",36.50
"Currency","2007/12/21",36.50
"Currency","2007/12/20",36.50
"Currency","2007/12/19",36.75
"Currency","2007/12/18",36.75
"Currency","2007/12/17",36.75
"Currency","2007/12/14",36.75
"Currency","2007/12/13",36.75
"Currency","2007/12/12",36.75
"Currency","2007/12/11",36.65
"Currency","2007/12/10",36.65
"Currency","2007/12/07",36.65
"Currency","2007/12/06",36.65
"Currency","2007/12/05",36.65
"Currency","2007/12/04",36.65
"Currency","2007/12/03",36.65
"Currency","2007/11/30",36.65
"Currency","2007/11/29",36.65
"Currency","2007/11/28",36.65
"Currency","2007/11/27",36.50
"Currency","2007/11/26",36.40
"Currency","2007/11/23",36.40
"Currency","2007/11/22",36.15
"Currency","2007/11/21",36.15
"Currency","2007/11/20",36.15
"Currency","2007/11/19",36.15
"Currency","2007/11/16",36.05
"Currency","2007/11/15",36.05
"Currency","2007/11/14",36.05
"Currency","2007/11/13",36.05
"Currency","2007/11/12",36.05
"Currency","2007/11/09",36.05
"Currency","2007/11/08",36.05
"Currency","2007/11/07",36.00
"Currency","2007/11/06",35.90
"Currency","2007/11/05",35.90
"Currency","2007/11/02",35.90
"Currency","2007/11/01",35.90
"Currency","2007/10/31",35.90
"Currency","2007/10/30",35.65
"Currency","2007/10/29",35.65
"Currency","2007/10/26",35.65
"Currency","2007/10/25",35.65
"Currency","2007/10/24",35.65
"Currency","2007/10/23",35.65
"Currency","2007/10/22",35.65
"Currency","2007/10/19",35.65
"Currency","2007/10/18",35.65
"Currency","2007/10/17",35.40
"Currency","2007/10/16",35.40
"Currency","2007/10/15",35.40
"Currency","2007/10/12",35.40
"Currency","2007/10/11",35.40
"Currency","2007/10/10",35.65
"Currency","2007/10/09",35.65
"Currency","2007/10/08",35.65
"Currency","2007/10/05",35.65
"Currency","2007/10/04",35.65
"Currency","2007/10/03",35.65
"Currency","2007/10/02",35.65
"Currency","2007/10/01",35.65
"Currency","2007/09/28",35.65
"Currency","2007/09/27",35.65
"Currency","2007/09/26",35.65
"Currency","2007/09/25",35.65
"Currency","2007/09/24",35.65
"Currency","2007/09/21",35.65
"Currency","2007/09/20",35.65
"Currency","2007/09/19",35.65
"Currency","2007/09/18",35.65
"Currency","2007/09/17",35.40
"Currency","2007/09/14",35.40
"Currency","2007/09/13",35.40
"Currency","2007/09/12",35.40
"Currency","2007/09/11",35.40
"Currency","2007/09/10",35.15
"Currency","2007/09/07",35.15
"Currency","2007/09/06",35.15
"Currency","2007/09/05",35.15
"Currency","2007/09/04",35.15
"Currency","2007/09/03",35.15
"Currency","2007/08/31",35.15
"Currency","2007/08/30",35.15
"Currency","2007/08/29",35.15
"Currency","2007/08/28",35.15
"Currency","2007/08/27",35.15
"Currency","2007/08/24",34.90
"Currency","2007/08/23",34.90
"Currency","2007/08/22",34.90
"Currency","2007/08/21",34.90
"Currency","2007/08/20",34.90
"Currency","2007/08/17",34.90
"Currency","2007/08/16",34.90
"Currency","2007/08/15",34.90
"Currency","2007/08/14",34.90
"Currency","2007/08/13",34.90
"Currency","2007/08/10",34.65
"Currency","2007/08/09",34.65
"Currency","2007/08/08",34.65
"Currency","2007/08/07",34.65
"Currency","2007/08/06",34.65
"Currency","2007/08/03",34.65
"Currency","2007/08/02",34.65
"Currency","2007/08/01",34.65
"Currency","2007/07/31",34.65
"Currency","2007/07/30",34.65
"Currency","2007/07/27",34.65
"Currency","2007/07/26",34.65
"Currency","2007/07/25",34.65
"Currency","2007/07/24",34.65
"Currency","2007/07/23",34.65
"Currency","2007/07/20",34.65
"Currency","2007/07/19",34.65
"Currency","2007/07/18",34.65
"Currency","2007/07/17",34.65
"Currency","2007/07/16",34.65
"Currency","2007/07/13",34.65
"Currency","2007/07/12",34.65
"Currency","2007/07/11",34.65
"Currency","2007/07/10",34.65
"Currency","2007/07/09",34.65
"Currency","2007/07/06",34.15
"Currency","2007/07/05",34.65
"Currency","2007/07/04",34.90
"Currency","2007/07/03",34.90
"Currency","2007/07/02",34.90
"Currency","2007/06/29",34.90
"Currency","2007/06/28",34.90
"Currency","2007/06/27",34.90
"Currency","2007/06/26",35.15
"Currency","2007/06/25",35.15
"Currency","2007/06/22",35.15
"Currency","2007/06/21",35.15
"Currency","2007/06/20",35.15
"Currency","2007/06/19",35.15
"Currency","2007/06/18",35.40
"Currency","2007/06/15",35.40
"Currency","2007/06/14",35.40
"Currency","2007/06/13",35.40
"Currency","2007/06/12",35.40
"Currency","2007/06/11",35.65
"Currency","2007/06/08",35.65
"Currency","2007/06/07",35.90
"Currency","2007/06/06",35.90
"Currency","2007/06/05",35.90
"Currency","2007/06/04",35.90
"Currency","2007/06/01",35.90
"Currency","2007/05/31",35.90
"Currency","2007/05/30",35.90
"Currency","2007/05/29",35.90
"Currency","2007/05/28",35.90
"Currency","2007/05/25",35.90
"Currency","2007/05/24",35.90
"Currency","2007/05/23",36.15
"Currency","2007/05/22",36.15
"Currency","2007/05/21",36.15
"Currency","2007/05/18",36.15
"Currency","2007/05/17",36.15
"Currency","2007/05/16",36.15
"Currency","2007/05/15",36.15
"Currency","2007/05/14",36.15
"Currency","2007/05/11",36.15
"Currency","2007/05/10",36.15
"Currency","2007/05/09",36.15
"Currency","2007/05/08",36.15
"Currency","2007/05/07",36.15
"Currency","2007/05/04",36.15
"Currency","2007/05/03",36.15
"Currency","2007/05/02",36.15
"Currency","2007/05/01",36.15
"Currency","2007/04/30",36.15
"Currency","2007/04/27",36.15
"Currency","2007/04/26",36.15
"Currency","2007/04/25",36.15
"Currency","2007/04/24",36.15
"Currency","2007/04/23",36.15
"Currency","2007/04/20",36.15
"Currency","2007/04/19",36.15
"Currency","2007/04/18",36.15
"Currency","2007/04/17",36.15
"Currency","2007/04/16",36.15
"Currency","2007/04/13",36.15
"Currency","2007/04/12",36.15
"Currency","2007/04/11",36.15
