"Indicator","Time","Value (USD/INR)"
"Currency","2006/09/18",46.05
"Currency","2006/09/15",46.05
"Currency","2006/09/14",45.91
"Currency","2006/09/13",46.00
"Currency","2006/09/12",46.18
"Currency","2006/09/11",46.15
"Currency","2006/09/08",46.15
"Currency","2006/09/07",46.05
"Currency","2006/09/06",46.05
"Currency","2006/09/05",46.15
"Currency","2006/09/04",46.25
"Currency","2006/09/01",46.51
"Currency","2006/08/31",46.48
"Currency","2006/08/30",46.29
"Currency","2006/08/29",46.39
"Currency","2006/08/28",46.49
"Currency","2006/08/25",46.45
"Currency","2006/08/24",46.45
"Currency","2006/08/23",46.39
"Currency","2006/08/22",46.39
"Currency","2006/08/21",46.39
"Currency","2006/08/18",46.39
"Currency","2006/08/17",46.29
"Currency","2006/08/16",46.47
"Currency","2006/08/15",46.44
"Currency","2006/08/14",46.49
"Currency","2006/08/11",46.42
"Currency","2006/08/10",46.31
"Currency","2006/08/09",46.40
"Currency","2006/08/08",46.40
"Currency","2006/08/07",46.50
"Currency","2006/08/04",46.43
"Currency","2006/08/03",46.43
"Currency","2006/08/02",46.50
"Currency","2006/08/01",46.44
"Currency","2006/07/31",46.42
"Currency","2006/07/28",46.47
"Currency","2006/07/27",46.54
"Currency","2006/07/26",46.68
"Currency","2006/07/25",46.72
"Currency","2006/07/24",46.85
"Currency","2006/07/21",46.58
"Currency","2006/07/20",46.76
"Currency","2006/07/19",46.80
"Currency","2006/07/18",46.56
"Currency","2006/07/17",46.58
"Currency","2006/07/14",46.33
"Currency","2006/07/13",46.22
"Currency","2006/07/12",46.02
"Currency","2006/07/11",46.14
"Currency","2006/07/10",46.00
"Currency","2006/07/07",45.78
"Currency","2006/07/06",45.94
"Currency","2006/07/05",45.95
"Currency","2006/07/04",45.90
"Currency","2006/07/03",45.94
"Currency","2006/06/30",45.81
"Currency","2006/06/29",46.26
"Currency","2006/06/28",46.30
"Currency","2006/06/27",46.26
"Currency","2006/06/26",46.25
"Currency","2006/06/23",45.94
"Currency","2006/06/22",45.92
"Currency","2006/06/21",45.84
"Currency","2006/06/20",45.86
"Currency","2006/06/19",45.82
"Currency","2006/06/16",45.85
"Currency","2006/06/15",45.81
"Currency","2006/06/14",45.82
"Currency","2006/06/13",45.94
"Currency","2006/06/12",45.82
"Currency","2006/06/09",45.86
"Currency","2006/06/08",45.76
"Currency","2006/06/07",45.73
"Currency","2006/06/06",45.85
"Currency","2006/06/05",45.68
"Currency","2006/06/02",45.59
"Currency","2006/06/01",46.12
"Currency","2006/05/31",46.16
"Currency","2006/05/30",46.08
"Currency","2006/05/29",45.99
"Currency","2006/05/26",45.76
"Currency","2006/05/25",45.77
"Currency","2006/05/24",45.68
"Currency","2006/05/23",45.38
"Currency","2006/05/22",45.29
"Currency","2006/05/19",45.29
"Currency","2006/05/18",45.40
"Currency","2006/05/17",44.62
"Currency","2006/05/16",44.99
"Currency","2006/05/15",45.25
"Currency","2006/05/12",44.83
"Currency","2006/05/11",44.82
"Currency","2006/05/10",44.81
"Currency","2006/05/09",44.77
"Currency","2006/05/08",44.76
"Currency","2006/05/05",44.77
"Currency","2006/05/04",44.89
"Currency","2006/05/03",44.80
"Currency","2006/05/02",44.80
"Currency","2006/05/01",44.76
"Currency","2006/04/28",44.90
"Currency","2006/04/27",44.80
"Currency","2006/04/26",45.02
"Currency","2006/04/25",44.82
"Currency","2006/04/24",44.83
"Currency","2006/04/21",45.00
"Currency","2006/04/20",45.10
"Currency","2006/04/19",45.10
"Currency","2006/04/18",45.05
"Currency","2006/04/17",45.03
"Currency","2006/04/14",44.99
"Currency","2006/04/13",45.04
"Currency","2006/04/12",45.06
"Currency","2006/04/11",44.74
"Currency","2006/04/10",44.66
"Currency","2006/04/07",44.55
"Currency","2006/04/06",44.44
"Currency","2006/04/05",44.56
"Currency","2006/04/04",44.60
"Currency","2006/04/03",44.53
"Currency","2006/03/31",44.53
"Currency","2006/03/30",44.46
"Currency","2006/03/29",44.58
"Currency","2006/03/28",44.59
"Currency","2006/03/27",44.59
"Currency","2006/03/24",44.47
"Currency","2006/03/23",44.47
"Currency","2006/03/22",44.40
"Currency","2006/03/21",44.30
"Currency","2006/03/20",44.36
"Currency","2006/03/17",44.21
"Currency","2006/03/16",44.35
"Currency","2006/03/15",44.10
"Currency","2006/03/14",44.34
"Currency","2006/03/13",44.39
"Currency","2006/03/10",44.45
"Currency","2006/03/09",44.46
"Currency","2006/03/08",44.38
"Currency","2006/03/07",44.20
"Currency","2006/03/06",44.25
"Currency","2006/03/03",44.18
"Currency","2006/03/02",44.18
"Currency","2006/03/01",44.28
"Currency","2006/02/28",44.25
"Currency","2006/02/27",44.41
"Currency","2006/02/24",44.29
"Currency","2006/02/23",44.46
"Currency","2006/02/22",44.48
"Currency","2006/02/21",44.32
"Currency","2006/02/20",44.36
"Currency","2006/02/17",44.31
"Currency","2006/02/16",44.24
"Currency","2006/02/15",44.16
"Currency","2006/02/14",44.15
"Currency","2006/02/13",44.15
"Currency","2006/02/10",44.03
"Currency","2006/02/09",44.09
"Currency","2006/02/08",44.12
"Currency","2006/02/07",44.20
"Currency","2006/02/06",44.14
"Currency","2006/02/03",44.08
"Currency","2006/02/02",44.16
"Currency","2006/02/01",44.08
"Currency","2006/01/31",43.90
"Currency","2006/01/30",44.02
"Currency","2006/01/27",43.94
"Currency","2006/01/26",43.99
"Currency","2006/01/25",44.02
"Currency","2006/01/24",44.17
"Currency","2006/01/23",44.07
"Currency","2006/01/20",44.15
"Currency","2006/01/19",44.16
"Currency","2006/01/18",44.29
"Currency","2006/01/17",44.20
"Currency","2006/01/16",44.12
"Currency","2006/01/13",44.07
"Currency","2006/01/12",43.94
"Currency","2006/01/11",43.92
"Currency","2006/01/10",44.18
"Currency","2006/01/09",44.26
"Currency","2006/01/06",44.29
"Currency","2006/01/05",44.67
"Currency","2006/01/04",44.68
"Currency","2006/01/03",44.86
"Currency","2006/01/02",44.98
"Currency","2005/12/30",44.97
"Currency","2005/12/29",45.11
"Currency","2005/12/28",45.02
"Currency","2005/12/27",45.08
"Currency","2005/12/26",45.06
"Currency","2005/12/23",45.10
"Currency","2005/12/22",45.22
"Currency","2005/12/21",45.10
"Currency","2005/12/20",45.14
"Currency","2005/12/19",45.28
"Currency","2005/12/16",45.37
"Currency","2005/12/15",45.22
"Currency","2005/12/14",45.58
"Currency","2005/12/13",46.02
"Currency","2005/12/12",45.96
"Currency","2005/12/09",46.11
"Currency","2005/12/08",46.17
"Currency","2005/12/07",46.16
"Currency","2005/12/06",46.12
"Currency","2005/12/05",46.24
"Currency","2005/12/02",46.11
"Currency","2005/12/01",45.91
"Currency","2005/11/30",45.86
"Currency","2005/11/29",45.80
"Currency","2005/11/28",45.85
"Currency","2005/11/25",45.74
"Currency","2005/11/24",45.64
"Currency","2005/11/23",45.68
"Currency","2005/11/22",45.74
"Currency","2005/11/21",45.66
"Currency","2005/11/18",45.70
"Currency","2005/11/17",45.64
"Currency","2005/11/16",45.70
"Currency","2005/11/15",45.56
"Currency","2005/11/14",45.65
"Currency","2005/11/11",45.48
"Currency","2005/11/10",45.69
"Currency","2005/11/09",45.68
"Currency","2005/11/08",45.72
"Currency","2005/11/07",45.78
"Currency","2005/11/04",45.44
"Currency","2005/11/03",45.20
"Currency","2005/11/02",45.17
"Currency","2005/11/01",45.00
"Currency","2005/10/31",45.04
"Currency","2005/10/28",45.01
"Currency","2005/10/27",44.99
"Currency","2005/10/26",44.94
"Currency","2005/10/25",44.90
"Currency","2005/10/24",45.05
"Currency","2005/10/21",45.01
"Currency","2005/10/20",45.12
"Currency","2005/10/19",45.09
"Currency","2005/10/18",45.02
"Currency","2005/10/17",44.81
"Currency","2005/10/14",44.72
"Currency","2005/10/13",44.87
"Currency","2005/10/12",44.75
"Currency","2005/10/11",44.86
"Currency","2005/10/10",44.75
"Currency","2005/10/07",44.34
"Currency","2005/10/06",44.14
"Currency","2005/10/05",44.20
"Currency","2005/10/04",44.04
"Currency","2005/10/03",44.06
"Currency","2005/09/30",43.93
"Currency","2005/09/29",43.94
"Currency","2005/09/28",44.00
"Currency","2005/09/27",43.90
"Currency","2005/09/26",43.85
"Currency","2005/09/23",43.85
"Currency","2005/09/22",43.85
"Currency","2005/09/21",43.88
"Currency","2005/09/20",43.84
"Currency","2005/09/19",43.83
"Currency","2005/09/16",43.82
"Currency","2005/09/15",43.80
"Currency","2005/09/14",43.82
"Currency","2005/09/13",43.83
"Currency","2005/09/12",43.79
"Currency","2005/09/09",43.76
"Currency","2005/09/08",43.78
"Currency","2005/09/07",43.82
"Currency","2005/09/06",43.81
"Currency","2005/09/05",43.66
"Currency","2005/09/02",43.80
"Currency","2005/09/01",43.90
"Currency","2005/08/31",43.98
"Currency","2005/08/30",43.65
"Currency","2005/08/29",43.66
"Currency","2005/08/26",43.60
"Currency","2005/08/25",43.70
"Currency","2005/08/24",43.70
"Currency","2005/08/23",43.58
"Currency","2005/08/22",43.55
"Currency","2005/08/19",43.52
"Currency","2005/08/18",43.50
"Currency","2005/08/17",43.46
"Currency","2005/08/16",43.45
"Currency","2005/08/15",43.44
"Currency","2005/08/12",43.56
"Currency","2005/08/11",43.50
"Currency","2005/08/10",43.45
"Currency","2005/08/09",43.45
"Currency","2005/08/08",43.45
"Currency","2005/08/05",43.42
"Currency","2005/08/04",43.39
"Currency","2005/08/03",43.37
"Currency","2005/08/02",43.40
"Currency","2005/08/01",43.38
"Currency","2005/07/29",43.35
"Currency","2005/07/28",43.32
"Currency","2005/07/27",43.34
"Currency","2005/07/26",43.41
"Currency","2005/07/25",43.46
"Currency","2005/07/22",43.45
"Currency","2005/07/21",43.00
"Currency","2005/07/20",43.45
"Currency","2005/07/19",43.52
"Currency","2005/07/18",43.45
"Currency","2005/07/15",43.47
"Currency","2005/07/14",43.42
"Currency","2005/07/13",43.41
"Currency","2005/07/12",43.46
"Currency","2005/07/11",43.46
"Currency","2005/07/08",43.54
"Currency","2005/07/07",43.56
"Currency","2005/07/06",43.50
"Currency","2005/07/05",43.50
"Currency","2005/07/04",43.46
"Currency","2005/07/01",43.50
"Currency","2005/06/30",43.46
"Currency","2005/06/29",43.48
"Currency","2005/06/28",43.48
"Currency","2005/06/27",43.42
"Currency","2005/06/24",43.49
"Currency","2005/06/23",43.48
"Currency","2005/06/22",43.42
"Currency","2005/06/21",43.48
"Currency","2005/06/20",43.48
"Currency","2005/06/17",43.49
"Currency","2005/06/16",43.48
"Currency","2005/06/15",43.50
"Currency","2005/06/14",43.58
"Currency","2005/06/13",43.54
"Currency","2005/06/10",43.47
"Currency","2005/06/09",43.46
"Currency","2005/06/08",43.42
"Currency","2005/06/07",43.48
"Currency","2005/06/06",43.52
"Currency","2005/06/03",43.56
"Currency","2005/06/02",43.70
"Currency","2005/06/01",43.72
"Currency","2005/05/31",43.62
"Currency","2005/05/30",43.50
"Currency","2005/05/27",43.50
"Currency","2005/05/26",43.50
"Currency","2005/05/25",43.46
"Currency","2005/05/24",43.48
"Currency","2005/05/23",43.42
"Currency","2005/05/20",43.33
"Currency","2005/05/19",43.38
"Currency","2005/05/18",43.38
"Currency","2005/05/17",43.42
"Currency","2005/05/16",43.40
"Currency","2005/05/13",43.40
"Currency","2005/05/12",43.24
"Currency","2005/05/11",43.22
"Currency","2005/05/10",43.36
"Currency","2005/05/09",43.44
"Currency","2005/05/06",43.43
"Currency","2005/05/05",43.35
"Currency","2005/05/04",43.46
"Currency","2005/05/03",43.52
"Currency","2005/05/02",43.50
"Currency","2005/04/29",43.38
"Currency","2005/04/28",43.60
"Currency","2005/04/27",43.58
"Currency","2005/04/26",43.62
"Currency","2005/04/25",43.63
"Currency","2005/04/22",43.61
"Currency","2005/04/21",43.68
"Currency","2005/04/20",43.58
"Currency","2005/04/19",43.68
"Currency","2005/04/18",43.62
"Currency","2005/04/15",43.70
"Currency","2005/04/14",43.60
"Currency","2005/04/13",43.68
"Currency","2005/04/12",43.62
"Currency","2005/04/11",43.64
"Currency","2005/04/08",43.65
"Currency","2005/04/07",43.62
"Currency","2005/04/06",43.68
"Currency","2005/04/05",43.65
"Currency","2005/04/04",43.65
"Currency","2005/04/01",43.49
"Currency","2005/03/31",43.61
"Currency","2005/03/30",43.75
"Currency","2005/03/29",43.65
"Currency","2005/03/28",43.65
"Currency","2005/03/25",43.62
"Currency","2005/03/24",43.64
"Currency","2005/03/23",43.66
"Currency","2005/03/22",43.65
"Currency","2005/03/21",43.55
"Currency","2005/03/18",43.55
"Currency","2005/03/17",43.55
"Currency","2005/03/16",43.55
"Currency","2005/03/15",43.48
"Currency","2005/03/14",43.46
"Currency","2005/03/11",43.41
"Currency","2005/03/10",43.50
"Currency","2005/03/09",43.58
"Currency","2005/03/08",43.56
"Currency","2005/03/07",43.58
"Currency","2005/03/04",43.57
"Currency","2005/03/03",43.58
"Currency","2005/03/02",43.64
"Currency","2005/03/01",43.64
"Currency","2005/02/28",43.56
"Currency","2005/02/25",43.59
"Currency","2005/02/24",43.60
"Currency","2005/02/23",43.66
"Currency","2005/02/22",43.58
"Currency","2005/02/21",43.72
"Currency","2005/02/18",43.65
"Currency","2005/02/17",43.62
"Currency","2005/02/16",43.64
"Currency","2005/02/15",43.74
"Currency","2005/02/14",43.70
"Currency","2005/02/11",43.68
"Currency","2005/02/10",43.64
"Currency","2005/02/09",43.64
"Currency","2005/02/08",43.62
"Currency","2005/02/07",43.36
"Currency","2005/02/04",43.29
"Currency","2005/02/03",43.30
"Currency","2005/02/02",43.24
"Currency","2005/02/01",43.60
"Currency","2005/01/31",43.66
"Currency","2005/01/28",43.60
"Currency","2005/01/27",43.68
"Currency","2005/01/26",43.66
"Currency","2005/01/25",43.66
"Currency","2005/01/24",43.58
"Currency","2005/01/21",43.50
"Currency","2005/01/20",43.68
"Currency","2005/01/19",43.52
"Currency","2005/01/18",43.68
"Currency","2005/01/17",43.50
"Currency","2005/01/14",43.51
"Currency","2005/01/13",43.57
"Currency","2005/01/12",43.53
"Currency","2005/01/11",43.53
"Currency","2005/01/10",43.79
"Currency","2005/01/07",43.83
"Currency","2005/01/06",43.83
"Currency","2005/01/05",43.59
"Currency","2005/01/04",43.49
"Currency","2005/01/03",43.42
"Currency","2004/12/31",43.31
"Currency","2004/12/30",43.66
"Currency","2004/12/29",43.53
"Currency","2004/12/28",43.63
"Currency","2004/12/27",43.61
"Currency","2004/12/24",43.55
"Currency","2004/12/23",43.59
"Currency","2004/12/22",43.77
"Currency","2004/12/21",43.65
"Currency","2004/12/20",43.77
"Currency","2004/12/17",43.90
"Currency","2004/12/16",43.69
"Currency","2004/12/15",43.93
"Currency","2004/12/14",43.99
"Currency","2004/12/13",44.03
"Currency","2004/12/10",44.57
"Currency","2004/12/09",44.05
"Currency","2004/12/08",43.76
"Currency","2004/12/07",43.59
"Currency","2004/12/06",43.61
"Currency","2004/12/03",43.99
"Currency","2004/12/02",43.95
"Currency","2004/12/01",44.23
"Currency","2004/11/30",44.43
"Currency","2004/11/29",44.72
"Currency","2004/11/26",44.89
"Currency","2004/11/25",44.90
"Currency","2004/11/24",44.96
"Currency","2004/11/23",44.96
"Currency","2004/11/22",44.92
"Currency","2004/11/19",44.94
"Currency","2004/11/18",44.95
"Currency","2004/11/17",44.86
"Currency","2004/11/16",44.99
"Currency","2004/11/15",44.97
"Currency","2004/11/12",45.03
"Currency","2004/11/11",45.07
"Currency","2004/11/10",45.06
"Currency","2004/11/09",45.08
"Currency","2004/11/08",45.10
"Currency","2004/11/05",44.95
"Currency","2004/11/04",45.07
"Currency","2004/11/03",45.23
"Currency","2004/11/02",45.39
"Currency","2004/11/01",45.32
"Currency","2004/10/29",45.31
"Currency","2004/10/28",45.57
"Currency","2004/10/27",45.56
"Currency","2004/10/26",45.57
"Currency","2004/10/25",45.49
"Currency","2004/10/22",45.61
"Currency","2004/10/21",45.65
"Currency","2004/10/20",45.69
"Currency","2004/10/19",45.68
"Currency","2004/10/18",45.75
"Currency","2004/10/15",45.75
"Currency","2004/10/14",45.80
"Currency","2004/10/13",45.77
"Currency","2004/10/12",45.77
"Currency","2004/10/11",45.65
"Currency","2004/10/08",45.65
"Currency","2004/10/07",45.75
"Currency","2004/10/06",45.75
"Currency","2004/10/05",45.77
"Currency","2004/10/04",45.75
"Currency","2004/10/01",45.96
"Currency","2004/09/30",45.81
"Currency","2004/09/29",45.85
"Currency","2004/09/28",45.94
"Currency","2004/09/27",45.80
"Currency","2004/09/24",45.85
"Currency","2004/09/23",45.75
"Currency","2004/09/22",45.71
"Currency","2004/09/21",45.77
"Currency","2004/09/20",45.85
"Currency","2004/09/17",45.79
"Currency","2004/09/16",45.87
"Currency","2004/09/15",45.75
"Currency","2004/09/14",45.76
"Currency","2004/09/13",46.13
"Currency","2004/09/10",46.13
"Currency","2004/09/09",46.23
"Currency","2004/09/08",46.24
"Currency","2004/09/07",46.29
"Currency","2004/09/06",46.25
"Currency","2004/09/03",46.23
"Currency","2004/09/02",46.25
"Currency","2004/09/01",46.25
"Currency","2004/08/31",46.27
"Currency","2004/08/30",46.23
"Currency","2004/08/27",46.23
"Currency","2004/08/26",46.27
"Currency","2004/08/25",46.24
"Currency","2004/08/24",46.21
"Currency","2004/08/23",46.15
"Currency","2004/08/20",46.21
"Currency","2004/08/19",46.27
"Currency","2004/08/18",46.26
"Currency","2004/08/17",46.24
"Currency","2004/08/16",46.23
"Currency","2004/08/13",46.23
"Currency","2004/08/12",46.19
"Currency","2004/08/11",46.21
"Currency","2004/08/10",46.23
"Currency","2004/08/09",46.30
"Currency","2004/08/06",46.19
"Currency","2004/08/05",46.27
"Currency","2004/08/04",46.31
"Currency","2004/08/03",46.21
"Currency","2004/08/02",46.23
"Currency","2004/07/30",46.25
"Currency","2004/07/29",46.31
"Currency","2004/07/28",46.27
"Currency","2004/07/27",46.11
"Currency","2004/07/26",46.19
"Currency","2004/07/23",46.12
"Currency","2004/07/22",46.11
"Currency","2004/07/21",46.01
"Currency","2004/07/20",45.91
"Currency","2004/07/19",45.99
"Currency","2004/07/16",46.09
"Currency","2004/07/15",46.03
"Currency","2004/07/14",45.87
"Currency","2004/07/13",45.75
"Currency","2004/07/12",45.59
"Currency","2004/07/09",45.61
"Currency","2004/07/08",45.65
"Currency","2004/07/07",45.73
"Currency","2004/07/06",45.89
"Currency","2004/07/05",45.69
"Currency","2004/07/02",45.59
"Currency","2004/07/01",45.79
"Currency","2004/06/30",45.89
