"Indicator","Time","Value (USD/PKR)"
"Currency","2009/06/04",80.50
"Currency","2009/06/03",80.60
"Currency","2009/06/02",80.99
"Currency","2009/06/01",81.00
"Currency","2009/05/29",80.60
"Currency","2009/05/28",80.85
"Currency","2009/05/27",80.35
"Currency","2009/05/26",80.20
"Currency","2009/05/25",80.27
"Currency","2009/05/22",80.20
"Currency","2009/05/21",80.60
"Currency","2009/05/20",80.65
"Currency","2009/05/19",80.65
"Currency","2009/05/18",80.50
"Currency","2009/05/15",80.30
"Currency","2009/05/14",80.55
"Currency","2009/05/13",80.75
"Currency","2009/05/12",80.35
"Currency","2009/05/11",79.85
"Currency","2009/05/08",80.50
"Currency","2009/05/07",80.36
"Currency","2009/05/06",80.45
"Currency","2009/05/05",80.20
"Currency","2009/05/04",80.05
"Currency","2009/05/01",80.00
"Currency","2009/04/30",80.00
"Currency","2009/04/29",80.00
"Currency","2009/04/28",79.80
"Currency","2009/04/27",80.00
"Currency","2009/04/24",80.00
"Currency","2009/04/23",80.45
"Currency","2009/04/22",80.42
"Currency","2009/04/21",80.50
"Currency","2009/04/20",80.46
"Currency","2009/04/17",80.00
"Currency","2009/04/16",80.40
"Currency","2009/04/15",80.45
"Currency","2009/04/14",80.45
"Currency","2009/04/13",80.20
"Currency","2009/04/10",80.20
"Currency","2009/04/09",80.20
"Currency","2009/04/08",80.10
"Currency","2009/04/07",79.85
"Currency","2009/04/06",80.40
"Currency","2009/04/03",80.40
"Currency","2009/04/02",80.41
"Currency","2009/04/01",80.40
"Currency","2009/03/31",80.35
"Currency","2009/03/30",80.35
"Currency","2009/03/27",80.40
"Currency","2009/03/26",80.00
"Currency","2009/03/25",80.20
"Currency","2009/03/24",80.30
"Currency","2009/03/23",80.35
"Currency","2009/03/20",80.00
"Currency","2009/03/19",80.37
"Currency","2009/03/18",80.30
"Currency","2009/03/17",80.30
"Currency","2009/03/16",80.20
"Currency","2009/03/13",80.00
"Currency","2009/03/12",80.05
"Currency","2009/03/11",79.96
"Currency","2009/03/10",79.96
"Currency","2009/03/09",80.10
"Currency","2009/03/06",80.64
"Currency","2009/03/05",79.96
"Currency","2009/03/04",79.95
"Currency","2009/03/03",79.90
"Currency","2009/03/02",79.65
"Currency","2009/02/27",79.55
"Currency","2009/02/26",79.60
"Currency","2009/02/25",79.75
"Currency","2009/02/24",79.80
"Currency","2009/02/23",79.60
"Currency","2009/02/20",79.75
"Currency","2009/02/19",79.60
"Currency","2009/02/18",79.90
"Currency","2009/02/17",79.70
"Currency","2009/02/16",79.20
"Currency","2009/02/13",79.61
"Currency","2009/02/12",79.15
"Currency","2009/02/11",79.00
"Currency","2009/02/10",79.30
"Currency","2009/02/09",79.20
"Currency","2009/02/06",78.75
"Currency","2009/02/05",77.75
"Currency","2009/02/04",79.00
"Currency","2009/02/03",78.90
"Currency","2009/02/02",78.95
"Currency","2009/01/30",78.90
"Currency","2009/01/29",78.70
"Currency","2009/01/28",78.80
"Currency","2009/01/27",78.50
"Currency","2009/01/26",78.80
"Currency","2009/01/23",78.85
"Currency","2009/01/22",79.70
"Currency","2009/01/21",79.60
"Currency","2009/01/20",79.20
"Currency","2009/01/19",79.40
"Currency","2009/01/16",79.20
"Currency","2009/01/15",79.10
"Currency","2009/01/14",78.95
"Currency","2009/01/13",78.55
"Currency","2009/01/12",78.80
"Currency","2009/01/09",78.85
"Currency","2009/01/08",76.70
"Currency","2009/01/07",78.50
"Currency","2009/01/06",78.70
"Currency","2009/01/05",78.75
"Currency","2009/01/02",78.75
"Currency","2009/01/01",78.85
"Currency","2008/12/31",78.75
"Currency","2008/12/30",78.75
"Currency","2008/12/29",78.75
"Currency","2008/12/26",78.65
"Currency","2008/12/25",78.83
"Currency","2008/12/24",78.65
"Currency","2008/12/23",78.80
"Currency","2008/12/22",78.75
"Currency","2008/12/19",79.20
"Currency","2008/12/18",79.20
"Currency","2008/12/17",79.30
"Currency","2008/12/16",80.25
"Currency","2008/12/15",79.45
"Currency","2008/12/12",77.70
"Currency","2008/12/11",78.10
"Currency","2008/12/10",78.10
"Currency","2008/12/09",78.40
"Currency","2008/12/08",78.55
"Currency","2008/12/05",78.55
"Currency","2008/12/04",78.50
"Currency","2008/12/03",78.45
"Currency","2008/12/02",78.15
"Currency","2008/12/01",78.10
"Currency","2008/11/28",78.30
"Currency","2008/11/27",77.50
"Currency","2008/11/26",78.30
"Currency","2008/11/25",78.55
"Currency","2008/11/24",78.60
"Currency","2008/11/21",79.00
"Currency","2008/11/20",78.75
"Currency","2008/11/19",78.55
"Currency","2008/11/18",79.31
"Currency","2008/11/17",79.30
"Currency","2008/11/14",80.00
"Currency","2008/11/13",80.10
"Currency","2008/11/12",79.90
"Currency","2008/11/11",80.30
"Currency","2008/11/10",80.30
"Currency","2008/11/07",81.00
"Currency","2008/11/06",80.75
"Currency","2008/11/05",80.90
"Currency","2008/11/04",80.80
"Currency","2008/11/03",80.81
"Currency","2008/10/31",81.20
"Currency","2008/10/30",81.55
"Currency","2008/10/29",81.20
"Currency","2008/10/28",79.85
"Currency","2008/10/27",80.75
"Currency","2008/10/24",80.80
"Currency","2008/10/23",78.85
"Currency","2008/10/22",80.85
"Currency","2008/10/21",80.80
"Currency","2008/10/20",80.75
"Currency","2008/10/17",83.25
"Currency","2008/10/16",81.65
"Currency","2008/10/15",80.35
"Currency","2008/10/14",79.50
"Currency","2008/10/13",78.75
"Currency","2008/10/10",78.60
"Currency","2008/10/09",79.00
"Currency","2008/10/08",79.45
"Currency","2008/10/07",78.25
"Currency","2008/10/06",78.00
"Currency","2008/10/03",76.80
"Currency","2008/10/02",77.60
"Currency","2008/10/01",76.70
"Currency","2008/09/30",77.90
"Currency","2008/09/29",77.90
"Currency","2008/09/26",77.90
"Currency","2008/09/25",78.05
"Currency","2008/09/24",77.85
"Currency","2008/09/23",77.84
"Currency","2008/09/22",77.90
"Currency","2008/09/19",77.40
"Currency","2008/09/18",77.20
"Currency","2008/09/17",77.10
"Currency","2008/09/16",76.35
"Currency","2008/09/15",76.45
"Currency","2008/09/12",76.00
"Currency","2008/09/11",76.40
"Currency","2008/09/10",76.10
"Currency","2008/09/09",76.15
"Currency","2008/09/08",75.95
"Currency","2008/09/05",76.00
"Currency","2008/09/04",76.60
"Currency","2008/09/03",76.45
"Currency","2008/09/02",75.90
"Currency","2008/09/01",76.30
"Currency","2008/08/29",75.90
"Currency","2008/08/28",75.40
"Currency","2008/08/27",75.38
"Currency","2008/08/26",76.38
"Currency","2008/08/25",76.30
"Currency","2008/08/22",76.30
"Currency","2008/08/21",75.38
"Currency","2008/08/20",74.65
"Currency","2008/08/19",74.35
"Currency","2008/08/18",76.00
"Currency","2008/08/15",76.45
"Currency","2008/08/14",74.55
"Currency","2008/08/13",74.95
"Currency","2008/08/12",73.70
"Currency","2008/08/11",73.38
"Currency","2008/08/08",72.38
"Currency","2008/08/07",72.10
"Currency","2008/08/06",72.30
"Currency","2008/08/05",71.60
"Currency","2008/08/04",71.65
"Currency","2008/08/01",71.45
"Currency","2008/07/31",71.15
"Currency","2008/07/30",71.30
"Currency","2008/07/29",71.40
"Currency","2008/07/28",70.90
"Currency","2008/07/25",70.50
"Currency","2008/07/24",70.85
"Currency","2008/07/23",70.50
"Currency","2008/07/22",70.15
"Currency","2008/07/21",70.65
"Currency","2008/07/18",70.55
"Currency","2008/07/17",71.80
"Currency","2008/07/16",70.80
"Currency","2008/07/15",69.55
"Currency","2008/07/14",69.60
"Currency","2008/07/11",69.50
"Currency","2008/07/10",70.75
"Currency","2008/07/09",71.05
"Currency","2008/07/08",73.40
"Currency","2008/07/07",71.80
"Currency","2008/07/04",69.30
"Currency","2008/07/03",69.15
"Currency","2008/07/02",68.50
"Currency","2008/07/01",68.15
"Currency","2008/06/30",68.10
"Currency","2008/06/27",67.70
"Currency","2008/06/26",67.85
"Currency","2008/06/25",67.70
"Currency","2008/06/24",67.35
"Currency","2008/06/23",67.10
"Currency","2008/06/20",67.20
"Currency","2008/06/19",67.25
"Currency","2008/06/18",66.50
"Currency","2008/06/17",66.45
"Currency","2008/06/16",66.50
"Currency","2008/06/13",66.40
"Currency","2008/06/12",66.70
"Currency","2008/06/11",66.95
"Currency","2008/06/10",67.36
"Currency","2008/06/09",67.20
"Currency","2008/06/06",67.25
"Currency","2008/06/05",67.30
"Currency","2008/06/04",67.25
"Currency","2008/06/03",66.50
"Currency","2008/06/02",66.75
"Currency","2008/05/30",66.20
"Currency","2008/05/29",66.80
"Currency","2008/05/28",67.76
"Currency","2008/05/27",68.05
"Currency","2008/05/26",68.38
"Currency","2008/05/23",68.01
"Currency","2008/05/22",69.22
"Currency","2008/05/21",69.25
"Currency","2008/05/20",69.25
"Currency","2008/05/19",68.40
"Currency","2008/05/16",68.70
"Currency","2008/05/15",68.43
"Currency","2008/05/14",68.05
"Currency","2008/05/13",68.05
"Currency","2008/05/12",67.38
"Currency","2008/05/09",67.04
"Currency","2008/05/08",67.45
"Currency","2008/05/07",67.01
"Currency","2008/05/06",65.20
"Currency","2008/05/05",65.80
"Currency","2008/05/02",65.10
"Currency","2008/05/01",64.60
"Currency","2008/04/30",64.50
"Currency","2008/04/29",64.40
