"Indicator","Time","Value (USD/MWK)"
"Currency","2009/09/22",141.20
"Currency","2009/09/21",141.10
"Currency","2009/09/18",142.50
"Currency","2009/09/17",139.90
"Currency","2009/09/16",139.90
"Currency","2009/09/15",139.50
"Currency","2009/09/14",141.55
"Currency","2009/09/11",140.90
"Currency","2009/09/10",139.85
"Currency","2009/09/09",139.90
"Currency","2009/09/08",139.05
"Currency","2009/09/07",140.90
"Currency","2009/09/04",139.00
"Currency","2009/09/03",141.20
"Currency","2009/09/02",141.50
"Currency","2009/09/01",139.00
"Currency","2009/08/31",141.35
"Currency","2009/08/28",141.50
"Currency","2009/08/27",141.50
"Currency","2009/08/26",139.90
"Currency","2009/08/25",139.90
"Currency","2009/08/24",139.90
"Currency","2009/08/21",141.40
"Currency","2009/08/20",139.90
"Currency","2009/08/19",141.40
"Currency","2009/08/18",141.40
"Currency","2009/08/17",141.50
"Currency","2009/08/14",139.90
"Currency","2009/08/13",141.75
"Currency","2009/08/12",140.70
"Currency","2009/08/11",141.25
"Currency","2009/08/10",141.20
"Currency","2009/08/07",139.90
"Currency","2009/08/06",139.90
"Currency","2009/08/05",141.20
"Currency","2009/08/04",141.40
"Currency","2009/08/03",140.90
"Currency","2009/07/31",139.90
"Currency","2009/07/30",141.25
"Currency","2009/07/29",141.50
"Currency","2009/07/28",139.90
"Currency","2009/07/27",141.50
"Currency","2009/07/24",139.90
"Currency","2009/07/23",139.90
"Currency","2009/07/22",141.50
"Currency","2009/07/21",140.00
"Currency","2009/07/20",140.70
"Currency","2009/07/17",139.90
"Currency","2009/07/16",139.90
"Currency","2009/07/15",139.90
"Currency","2009/07/14",141.00
"Currency","2009/07/13",139.90
"Currency","2009/07/10",139.85
"Currency","2009/07/09",140.60
"Currency","2009/07/08",139.90
"Currency","2009/07/07",139.90
"Currency","2009/07/06",142.50
"Currency","2009/07/03",140.90
"Currency","2009/07/02",143.70
"Currency","2009/07/01",143.50
"Currency","2009/06/30",140.50
"Currency","2009/06/29",142.55
"Currency","2009/06/26",140.50
"Currency","2009/06/25",142.55
"Currency","2009/06/24",140.50
"Currency","2009/06/23",140.50
"Currency","2009/06/22",142.55
"Currency","2009/06/19",140.50
"Currency","2009/06/18",142.55
"Currency","2009/06/17",142.55
"Currency","2009/06/16",140.50
"Currency","2009/06/15",142.55
"Currency","2009/06/12",143.50
"Currency","2009/06/11",140.55
"Currency","2009/06/10",140.50
"Currency","2009/06/09",140.55
"Currency","2009/06/08",140.50
"Currency","2009/06/05",140.55
"Currency","2009/06/04",140.55
"Currency","2009/06/03",142.55
"Currency","2009/06/02",141.00
"Currency","2009/06/01",140.90
"Currency","2009/05/29",140.89
"Currency","2009/05/28",142.55
"Currency","2009/05/27",141.30
"Currency","2009/05/26",141.05
"Currency","2009/05/25",141.25
"Currency","2009/05/22",142.55
"Currency","2009/05/21",142.55
"Currency","2009/05/20",140.90
"Currency","2009/05/19",142.55
"Currency","2009/05/18",141.50
"Currency","2009/05/15",140.00
"Currency","2009/05/14",140.02
"Currency","2009/05/13",142.55
"Currency","2009/05/12",142.55
"Currency","2009/05/11",142.55
"Currency","2009/05/08",140.05
"Currency","2009/05/07",140.00
"Currency","2009/05/06",140.02
"Currency","2009/05/05",142.55
"Currency","2009/05/04",140.90
"Currency","2009/05/01",140.90
"Currency","2009/04/30",142.55
"Currency","2009/04/29",142.55
"Currency","2009/04/28",142.55
"Currency","2009/04/27",142.55
"Currency","2009/04/24",142.55
"Currency","2009/04/23",140.00
"Currency","2009/04/22",142.55
"Currency","2009/04/21",140.00
"Currency","2009/04/20",142.55
"Currency","2009/04/17",142.55
"Currency","2009/04/16",140.00
"Currency","2009/04/15",142.55
"Currency","2009/04/14",142.55
"Currency","2009/04/13",140.90
"Currency","2009/04/10",140.90
"Currency","2009/04/09",140.02
"Currency","2009/04/08",140.90
"Currency","2009/04/07",140.05
"Currency","2009/04/06",140.05
"Currency","2009/04/03",140.05
"Currency","2009/04/02",140.00
"Currency","2009/04/01",140.05
"Currency","2009/03/31",140.05
"Currency","2009/03/30",140.05
"Currency","2009/03/27",140.00
"Currency","2009/03/26",140.02
"Currency","2009/03/25",140.00
"Currency","2009/03/24",140.00
"Currency","2009/03/23",140.00
"Currency","2009/03/20",140.00
"Currency","2009/03/19",140.02
"Currency","2009/03/18",140.00
"Currency","2009/03/17",140.00
"Currency","2009/03/16",140.05
"Currency","2009/03/13",140.05
"Currency","2009/03/12",140.05
"Currency","2009/03/11",140.90
"Currency","2009/03/10",140.02
"Currency","2009/03/09",140.90
"Currency","2009/03/06",140.05
"Currency","2009/03/05",140.05
"Currency","2009/03/04",140.55
"Currency","2009/03/03",140.55
"Currency","2009/03/02",140.89
"Currency","2009/02/27",140.55
"Currency","2009/02/26",140.50
"Currency","2009/02/25",140.55
"Currency","2009/02/24",140.52
"Currency","2009/02/23",140.60
"Currency","2009/02/20",140.52
"Currency","2009/02/19",140.84
"Currency","2009/02/18",140.50
"Currency","2009/02/17",140.50
"Currency","2009/02/16",140.89
"Currency","2009/02/13",140.50
"Currency","2009/02/12",140.50
"Currency","2009/02/11",140.89
"Currency","2009/02/10",140.55
"Currency","2009/02/09",140.50
"Currency","2009/02/06",141.00
"Currency","2009/02/05",140.90
"Currency","2009/02/04",140.50
"Currency","2009/02/03",140.50
"Currency","2009/02/02",140.90
"Currency","2009/01/30",140.45
"Currency","2009/01/29",140.40
"Currency","2009/01/28",140.90
"Currency","2009/01/27",140.90
"Currency","2009/01/26",140.90
"Currency","2009/01/23",140.50
"Currency","2009/01/22",141.50
"Currency","2009/01/21",140.55
"Currency","2009/01/20",140.50
"Currency","2009/01/19",141.00
"Currency","2009/01/16",140.50
"Currency","2009/01/15",140.50
"Currency","2009/01/14",142.60
"Currency","2009/01/13",140.55
"Currency","2009/01/12",142.60
"Currency","2009/01/09",140.50
"Currency","2009/01/08",140.55
"Currency","2009/01/07",140.52
"Currency","2009/01/06",142.60
"Currency","2009/01/05",142.60
"Currency","2009/01/02",140.55
"Currency","2009/01/01",142.60
"Currency","2008/12/31",142.60
"Currency","2008/12/30",140.50
"Currency","2008/12/29",140.55
"Currency","2008/12/26",142.60
"Currency","2008/12/25",140.55
"Currency","2008/12/24",140.55
"Currency","2008/12/23",142.60
"Currency","2008/12/22",140.55
"Currency","2008/12/19",142.60
"Currency","2008/12/18",140.55
"Currency","2008/12/17",142.60
"Currency","2008/12/16",142.60
"Currency","2008/12/15",142.60
"Currency","2008/12/12",142.60
"Currency","2008/12/11",140.55
"Currency","2008/12/10",142.60
"Currency","2008/12/09",140.50
"Currency","2008/12/08",140.50
"Currency","2008/12/05",142.60
"Currency","2008/12/04",142.40
"Currency","2008/12/03",142.40
"Currency","2008/12/02",142.40
"Currency","2008/12/01",142.25
"Currency","2008/11/28",140.50
"Currency","2008/11/27",142.40
"Currency","2008/11/26",142.40
"Currency","2008/11/25",142.40
"Currency","2008/11/24",142.40
"Currency","2008/11/21",140.55
"Currency","2008/11/20",142.40
"Currency","2008/11/19",142.40
"Currency","2008/11/18",142.40
"Currency","2008/11/17",142.40
"Currency","2008/11/14",142.40
"Currency","2008/11/13",142.40
"Currency","2008/11/12",142.40
"Currency","2008/11/11",142.40
"Currency","2008/11/10",142.40
"Currency","2008/11/07",140.50
"Currency","2008/11/06",142.40
"Currency","2008/11/05",142.40
"Currency","2008/11/04",142.40
"Currency","2008/11/03",142.40
"Currency","2008/10/31",142.12
"Currency","2008/10/30",142.12
"Currency","2008/10/29",140.50
"Currency","2008/10/28",142.12
"Currency","2008/10/27",142.12
"Currency","2008/10/24",141.67
"Currency","2008/10/23",141.67
"Currency","2008/10/22",142.12
"Currency","2008/10/21",142.12
"Currency","2008/10/20",140.50
"Currency","2008/10/17",140.65
"Currency","2008/10/16",140.50
"Currency","2008/10/15",141.82
"Currency","2008/10/14",141.82
"Currency","2008/10/13",140.90
"Currency","2008/10/10",141.82
"Currency","2008/10/09",140.50
"Currency","2008/10/08",140.45
"Currency","2008/10/07",140.40
"Currency","2008/10/06",141.80
"Currency","2008/10/03",141.80
"Currency","2008/10/02",141.67
"Currency","2008/10/01",141.67
"Currency","2008/09/30",141.67
"Currency","2008/09/29",141.67
"Currency","2008/09/26",141.64
"Currency","2008/09/25",141.64
"Currency","2008/09/24",140.50
"Currency","2008/09/23",141.64
"Currency","2008/09/22",140.50
"Currency","2008/09/19",141.64
"Currency","2008/09/18",141.64
"Currency","2008/09/17",141.64
"Currency","2008/09/16",141.64
"Currency","2008/09/15",140.50
"Currency","2008/09/12",141.64
"Currency","2008/09/11",141.64
"Currency","2008/09/10",140.55
"Currency","2008/09/09",141.64
"Currency","2008/09/08",140.50
"Currency","2008/09/05",140.55
"Currency","2008/09/04",140.55
"Currency","2008/09/03",140.50
"Currency","2008/09/02",140.89
"Currency","2008/09/01",141.64
"Currency","2008/08/29",141.40
"Currency","2008/08/28",141.64
"Currency","2008/08/27",140.50
"Currency","2008/08/26",141.64
"Currency","2008/08/25",141.63
"Currency","2008/08/22",141.25
"Currency","2008/08/21",141.63
"Currency","2008/08/20",140.65
"Currency","2008/08/19",142.30
"Currency","2008/08/18",140.65
"Currency","2008/08/15",141.63
"Currency","2008/08/14",141.62
"Currency","2008/08/13",141.54
"Currency","2008/08/12",140.50
"Currency","2008/08/11",140.45
"Currency","2008/08/08",140.40
"Currency","2008/08/07",140.40
"Currency","2008/08/06",140.35
"Currency","2008/08/05",140.75
"Currency","2008/08/04",140.80
"Currency","2008/08/01",140.87
"Currency","2008/07/31",140.87
"Currency","2008/07/30",140.85
"Currency","2008/07/29",140.87
"Currency","2008/07/28",141.00
"Currency","2008/07/25",140.75
"Currency","2008/07/24",140.87
"Currency","2008/07/23",140.87
"Currency","2008/07/22",140.87
"Currency","2008/07/21",140.87
"Currency","2008/07/18",141.25
"Currency","2008/07/17",140.52
"Currency","2008/07/16",141.05
"Currency","2008/07/15",139.70
"Currency","2008/07/14",139.70
"Currency","2008/07/11",139.70
"Currency","2008/07/10",139.70
"Currency","2008/07/09",141.05
"Currency","2008/07/08",139.70
"Currency","2008/07/07",139.35
"Currency","2008/07/04",140.51
"Currency","2008/07/03",141.00
"Currency","2008/07/02",140.00
"Currency","2008/07/01",141.00
"Currency","2008/06/30",141.05
"Currency","2008/06/27",141.45
"Currency","2008/06/26",140.95
"Currency","2008/06/25",141.00
"Currency","2008/06/24",141.50
"Currency","2008/06/23",140.00
"Currency","2008/06/20",141.00
"Currency","2008/06/19",141.00
"Currency","2008/06/18",139.35
"Currency","2008/06/17",141.15
"Currency","2008/06/16",141.25
"Currency","2008/06/13",141.30
"Currency","2008/06/12",140.50
"Currency","2008/06/11",141.30
"Currency","2008/06/10",141.30
"Currency","2008/06/09",141.25
"Currency","2008/06/06",141.30
"Currency","2008/06/05",141.30
"Currency","2008/06/04",140.50
"Currency","2008/06/03",141.18
"Currency","2008/06/02",141.25
"Currency","2008/05/30",141.25
"Currency","2008/05/29",140.50
"Currency","2008/05/28",141.25
"Currency","2008/05/27",141.25
"Currency","2008/05/26",140.50
"Currency","2008/05/23",141.25
"Currency","2008/05/22",141.60
"Currency","2008/05/21",141.60
"Currency","2008/05/20",140.49
"Currency","2008/05/19",141.55
"Currency","2008/05/16",141.42
"Currency","2008/05/15",141.42
"Currency","2008/05/14",141.55
"Currency","2008/05/13",140.45
"Currency","2008/05/12",141.55
"Currency","2008/05/09",141.55
"Currency","2008/05/08",141.50
"Currency","2008/05/07",140.48
"Currency","2008/05/06",141.33
"Currency","2008/05/05",140.49
"Currency","2008/05/02",141.50
"Currency","2008/05/01",141.55
"Currency","2008/04/30",141.55
"Currency","2008/04/29",141.60
"Currency","2008/04/28",141.75
"Currency","2008/04/25",141.75
"Currency","2008/04/24",141.75
"Currency","2008/04/23",141.25
"Currency","2008/04/22",141.12
"Currency","2008/04/21",140.05
"Currency","2008/04/18",141.65
"Currency","2008/04/17",141.15
"Currency","2008/04/16",140.75
"Currency","2008/04/15",140.55
"Currency","2008/04/14",140.42
"Currency","2008/04/11",140.49
"Currency","2008/04/10",140.42
"Currency","2008/04/09",140.25
"Currency","2008/04/08",140.25
"Currency","2008/04/07",140.55
"Currency","2008/04/04",139.70
"Currency","2008/04/03",140.00
"Currency","2008/04/02",140.00
"Currency","2008/04/01",140.75
"Currency","2008/03/31",140.75
"Currency","2008/03/28",141.00
"Currency","2008/03/27",140.65
"Currency","2008/03/26",140.00
"Currency","2008/03/25",140.00
"Currency","2008/03/24",141.01
"Currency","2008/03/21",140.00
"Currency","2008/03/20",140.97
"Currency","2008/03/19",141.00
"Currency","2008/03/18",140.00
"Currency","2008/03/17",140.75
"Currency","2008/03/14",141.05
"Currency","2008/03/13",140.75
"Currency","2008/03/12",140.37
"Currency","2008/03/11",140.90
"Currency","2008/03/10",140.50
"Currency","2008/03/07",140.48
"Currency","2008/03/06",140.48
"Currency","2008/03/05",140.00
"Currency","2008/03/04",140.50
"Currency","2008/03/03",140.00
"Currency","2008/02/29",140.00
"Currency","2008/02/28",140.80
"Currency","2008/02/27",140.85
"Currency","2008/02/26",140.78
"Currency","2008/02/25",140.77
"Currency","2008/02/22",140.75
"Currency","2008/02/21",140.00
"Currency","2008/02/20",140.95
"Currency","2008/02/19",140.50
"Currency","2008/02/18",140.50
"Currency","2008/02/15",140.50
"Currency","2008/02/14",140.52
"Currency","2008/02/13",140.50
"Currency","2008/02/12",140.30
"Currency","2008/02/11",140.00
"Currency","2008/02/08",140.25
"Currency","2008/02/07",140.00
"Currency","2008/02/06",140.00
"Currency","2008/02/05",139.80
"Currency","2008/02/04",140.30
"Currency","2008/02/01",140.00
"Currency","2008/01/31",140.12
"Currency","2008/01/30",140.45
"Currency","2008/01/29",139.70
"Currency","2008/01/28",138.85
"Currency","2008/01/25",138.75
"Currency","2008/01/24",140.50
"Currency","2008/01/23",140.50
"Currency","2008/01/22",140.00
"Currency","2008/01/21",140.00
"Currency","2008/01/18",138.90
"Currency","2008/01/17",141.10
"Currency","2008/01/16",140.95
"Currency","2008/01/15",140.25
"Currency","2008/01/14",140.45
"Currency","2008/01/11",139.05
"Currency","2008/01/10",140.95
"Currency","2008/01/09",141.15
"Currency","2008/01/08",140.40
"Currency","2008/01/07",140.40
"Currency","2008/01/04",140.40
"Currency","2008/01/03",139.60
"Currency","2008/01/02",140.35
"Currency","2008/01/01",139.58
"Currency","2007/12/31",139.58
"Currency","2007/12/28",139.60
"Currency","2007/12/27",140.50
"Currency","2007/12/26",140.25
"Currency","2007/12/25",139.55
"Currency","2007/12/24",140.00
"Currency","2007/12/21",140.10
"Currency","2007/12/20",139.50
"Currency","2007/12/19",139.50
"Currency","2007/12/18",140.50
"Currency","2007/12/17",140.15
"Currency","2007/12/14",139.40
"Currency","2007/12/13",140.00
"Currency","2007/12/12",140.50
"Currency","2007/12/11",140.50
"Currency","2007/12/10",140.65
"Currency","2007/12/07",140.70
"Currency","2007/12/06",140.70
"Currency","2007/12/05",139.30
"Currency","2007/12/04",139.10
"Currency","2007/12/03",140.65
"Currency","2007/11/30",140.65
"Currency","2007/11/29",141.25
"Currency","2007/11/28",140.60
"Currency","2007/11/27",140.60
"Currency","2007/11/26",140.60
"Currency","2007/11/23",140.16
"Currency","2007/11/22",140.00
"Currency","2007/11/21",140.00
"Currency","2007/11/20",140.00
"Currency","2007/11/19",140.00
"Currency","2007/11/16",139.25
"Currency","2007/11/15",138.90
"Currency","2007/11/14",138.90
"Currency","2007/11/13",138.90
"Currency","2007/11/12",138.90
"Currency","2007/11/09",140.04
"Currency","2007/11/08",139.05
"Currency","2007/11/07",139.00
"Currency","2007/11/06",139.00
"Currency","2007/11/05",139.00
"Currency","2007/11/02",139.00
"Currency","2007/11/01",139.00
"Currency","2007/10/31",139.50
"Currency","2007/10/30",139.50
"Currency","2007/10/29",139.50
"Currency","2007/10/26",139.50
"Currency","2007/10/25",139.50
"Currency","2007/10/24",139.50
"Currency","2007/10/23",139.50
"Currency","2007/10/22",140.10
"Currency","2007/10/19",139.65
"Currency","2007/10/18",139.90
"Currency","2007/10/17",139.90
"Currency","2007/10/16",139.10
"Currency","2007/10/15",139.10
"Currency","2007/10/12",140.25
"Currency","2007/10/11",139.90
"Currency","2007/10/10",140.25
"Currency","2007/10/09",140.25
"Currency","2007/10/08",139.57
"Currency","2007/10/05",140.45
"Currency","2007/10/04",139.00
"Currency","2007/10/03",139.05
"Currency","2007/10/02",139.05
"Currency","2007/10/01",139.05
"Currency","2007/09/28",140.60
"Currency","2007/09/27",140.60
"Currency","2007/09/26",139.10
"Currency","2007/09/25",140.10
"Currency","2007/09/24",139.00
"Currency","2007/09/21",139.00
"Currency","2007/09/20",140.50
"Currency","2007/09/19",140.09
"Currency","2007/09/18",139.80
"Currency","2007/09/17",139.81
"Currency","2007/09/14",139.90
"Currency","2007/09/13",139.90
"Currency","2007/09/12",139.92
"Currency","2007/09/11",139.90
"Currency","2007/09/10",140.50
"Currency","2007/09/07",140.50
"Currency","2007/09/06",139.90
